0.593	9.057
-0.319	9.054
-0.589	9.053
-0.529	9.051
0.662	9.050
-0.393	9.046
0.398	9.043
0.529	9.042
0.666	9.042
-0.664	9.041
-0.664	9.040
-0.006	9.031
-0.458	9.023
0.141	9.022
-0.152	9.020
0.464	9.018
0.170	9.017
-0.153	9.013
0.093	9.012
0.245	9.012
-0.070	9.010
-0.234	9.009
-0.580	9.009
0.014	9.008
0.657	9.004
0.318	9.002
-0.314	9.001
0.581	9.001
-0.651	8.999
-0.520	8.989
-0.385	8.988
0.391	8.986
0.522	8.985
-0.350	8.974
0.336	8.970
0.641	8.967
-0.150	8.967
0.166	8.966
-0.230	8.966
-0.447	8.964
0.091	8.964
0.457	8.963
-0.631	8.961
0.240	8.961
-0.068	8.959
0.620	8.957
-0.311	8.956
0.015	8.955
-0.610	8.953
0.654	8.952
0.312	8.951
-0.657	8.948
-0.379	8.945
0.576	8.943
-0.569	8.942
0.709	8.941
0.383	8.935
-0.508	8.931
0.709	8.930
-0.722	8.928
0.513	8.928
-0.435	8.922
-0.720	8.919
0.163	8.915
-0.226	8.915
-0.146	8.914
0.236	8.914
0.448	8.913
0.090	8.912
-0.306	8.911
-0.065	8.907
0.015	8.903
0.306	8.902
0.704	8.899
-0.373	8.898
0.509	8.897
-0.514	8.896
0.714	8.894
-0.720	8.888
-0.708	8.888
0.625	8.886
0.375	8.885
-0.615	8.881
0.503	8.876
-0.493	8.876
-0.434	8.876
0.567	8.875
-0.556	8.873
-0.222	8.868
-0.142	8.866
0.160	8.865
0.231	8.864
-0.300	8.864
0.693	8.864
0.440	8.861
-0.696	8.859
0.088	8.857
0.301	8.857
-0.062	8.856
-0.368	8.851
-0.472	8.851
0.015	8.849
0.484	8.845
0.369	8.841
0.735	8.834
-0.427	8.829
0.436	8.818
0.227	8.817
-0.217	8.816
-0.667	8.816
-0.743	8.816
0.667	8.815
0.157	8.814
-0.292	8.814
-0.137	8.812
0.717	8.811
0.295	8.809
0.638	8.809
-0.714	8.807
0.085	8.806
-0.060	8.805
-0.632	8.802
0.361	8.800
0.014	8.800
-0.358	8.799
0.494	8.798
-0.480	8.797
0.614	8.792
0.551	8.787
-0.603	8.787
-0.538	8.781
-0.417	8.780
0.428	8.779
0.738	8.776
0.221	8.769
-0.211	8.768
0.288	8.767
0.152	8.764
-0.283	8.763
0.354	8.762
-0.134	8.762
0.745	8.760
0.487	8.757
0.083	8.756
-0.744	8.756
-0.349	8.754
-0.059	8.753
0.013	8.752
-0.744	8.746
0.420	8.745
-0.468	8.745
-0.408	8.740
0.732	8.731
0.471	8.726
0.281	8.725
0.345	8.724
-0.204	8.723
-0.274	8.721
0.213	8.721
-0.446	8.721
0.148	8.717
-0.130	8.716
0.414	8.716
-0.738	8.713
-0.340	8.713
0.080	8.710
-0.057	8.707
0.748	8.704
-0.400	8.702
0.013	8.702
0.596	8.701
-0.647	8.701
-0.740	8.698
-0.008	8.697
0.653	8.696
-0.585	8.695
0.479	8.694
-0.150	8.691
0.718	8.690
0.137	8.690
-0.711	8.689
-0.455	8.686
0.536	8.681
0.718	8.681
0.339	8.681
-0.516	8.680
-0.333	8.679
-0.266	8.678
0.409	8.678
0.272	8.678
-0.726	8.677
0.206	8.673
-0.193	8.670
0.315	8.668
-0.326	8.667
-0.395	8.667
0.143	8.665
-0.126	8.664
0.079	8.659
0.475	8.657
-0.056	8.657
0.013	8.656
-0.450	8.648
0.404	8.643
0.332	8.641
0.489	8.640
-0.487	8.639
-0.327	8.638
-0.391	8.636
0.265	8.636
-0.702	8.635
0.456	8.632
0.688	8.632
-0.259	8.632
-0.434	8.629
0.200	8.629
-0.190	8.625
0.140	8.619
0.749	8.618
-0.123	8.616
0.575	8.614
-0.750	8.613
0.013	8.613
0.627	8.610
-0.563	8.609
0.512	8.606
-0.620	8.606
0.081	8.605
-0.500	8.604
-0.061	8.604
0.620	8.603
0.401	8.600
0.328	8.600
0.467	8.600
-0.612	8.598
-0.328	8.595
0.262	8.593
-0.393	8.592
0.014	8.592
-0.457	8.589
-0.258	8.587
-0.034	8.582
0.056	8.581
0.196	8.580
0.741	8.575
-0.190	8.574
0.014	8.569
0.140	8.569
0.662	8.568
-0.009	8.568
0.035	8.567
0.748	8.566
-0.677	8.566
-0.126	8.564
-0.747	8.561
-0.396	8.557
0.099	8.556
-0.081	8.555
-0.330	8.555
0.399	8.555
0.329	8.553
-0.747	8.552
-0.465	8.551
0.471	8.551
-0.048	8.548
0.072	8.548
0.261	8.545
-0.261	8.543
-0.019	8.543
0.042	8.541
0.014	8.540
0.600	8.538
-0.594	8.534
0.709	8.534
0.539	8.534
0.195	8.531
-0.536	8.530
-0.195	8.528
-0.697	8.526
0.144	8.520
-0.138	8.514
0.108	8.511
-0.397	8.509
0.850	8.507
0.635	8.506
0.397	8.505
-0.335	8.505
-0.846	8.504
-0.095	8.503
0.077	8.502
0.328	8.501
0.465	8.501
-0.643	8.499
-0.462	8.498
0.045	8.498
-0.059	8.497
-0.812	8.497
0.719	8.497
0.013	8.497
0.811	8.497
-0.026	8.496
-0.752	8.494
0.263	8.494
-0.266	8.493
0.747	8.487
0.889	8.485
-0.887	8.483
0.875	8.482
-0.791	8.480
0.200	8.478
0.828	8.478
0.573	8.478
-0.740	8.477
-0.818	8.477
-0.750	8.477
-0.205	8.476
-0.517	8.476
-0.004	8.476
-0.568	8.476
0.521	8.475
0.819	8.474
-0.798	8.474
0.740	8.474
-0.872	8.474
0.790	8.472
0.688	8.471
0.136	8.469
-0.297	8.469
0.301	8.468
0.807	8.468
-0.832	8.468
-0.391	8.468
-0.141	8.467
-0.297	8.466
0.152	8.466
-0.717	8.465
0.301	8.465
-0.330	8.465
-0.359	8.464
0.363	8.463
0.390	8.462
0.328	8.462
-0.754	8.462
-0.154	8.462
0.752	8.460
-0.359	8.459
0.914	8.459
0.363	8.459
0.842	8.458
0.010	8.458
-0.272	8.456
0.043	8.456
-0.779	8.456
-0.907	8.456
-0.841	8.456
-0.450	8.455
-0.029	8.455
-0.852	8.454
0.268	8.454
0.613	8.453
0.296	8.453
0.076	8.452
0.853	8.452
-0.306	8.451
-0.061	8.451
0.454	8.450
0.745	8.450
-0.616	8.448
0.866	8.448
-0.237	8.447
0.809	8.447
0.241	8.447
0.112	8.446
0.782	8.445
-0.812	8.444
-0.106	8.444
-0.238	8.443
0.242	8.443
-0.867	8.442
0.211	8.441
-0.213	8.440
-0.382	8.440
-0.409	8.438
0.413	8.437
-0.550	8.437
-0.324	8.437
-0.873	8.436
0.465	8.436
0.383	8.434
0.552	8.434
-0.469	8.434
-0.732	8.434
-0.496	8.434
0.323	8.433
-0.693	8.433
-0.797	8.433
0.664	8.433
0.867	8.432
0.807	8.432
-0.301	8.431
0.305	8.430
-0.406	8.430
0.410	8.430
-0.757	8.430
-0.305	8.429
0.309	8.429
-0.436	8.428
0.795	8.428
-0.352	8.427
0.356	8.427
0.887	8.427
-0.270	8.427
0.270	8.427
0.497	8.427
0.168	8.426
-0.783	8.426
0.440	8.425
0.838	8.423
-0.170	8.423
-0.888	8.423
-0.354	8.422
0.753	8.422
0.358	8.422
0.818	8.421
0.734	8.421
0.771	8.421
0.778	8.420
-0.756	8.419
0.601	8.419
0.748	8.419
-0.775	8.419
-0.203	8.419
-0.842	8.419
-0.809	8.419
0.207	8.419
-0.819	8.418
-0.319	8.417
-0.374	8.417
-0.249	8.416
0.253	8.416
0.375	8.416
0.321	8.416
-0.209	8.415
0.213	8.415
0.216	8.415
0.593	8.414
-0.795	8.413
-0.218	8.413
0.795	8.413
0.763	8.412
-0.257	8.412
0.261	8.412
-0.591	8.411
-0.591	8.410
0.809	8.410
-0.766	8.410
-0.395	8.410
0.399	8.410
-0.269	8.409
-0.743	8.409
-0.804	8.409
0.269	8.408
0.134	8.408
-0.479	8.407
-0.420	8.407
-0.136	8.407
-0.319	8.406
-0.776	8.406
0.322	8.406
0.425	8.405
-0.313	8.404
0.004	8.404
-0.310	8.404
-0.374	8.403
0.314	8.403
0.318	8.403
0.377	8.402
-0.027	8.402
0.838	8.402
0.482	8.402
0.774	8.402
-0.758	8.402
0.180	8.402
-0.761	8.401
-0.781	8.401
0.763	8.401
-0.358	8.401
-0.762	8.401
-0.362	8.400
0.758	8.400
0.362	8.400
0.035	8.400
-0.526	8.400
-0.847	8.400
-0.659	8.400
0.366	8.400
0.884	8.399
0.641	8.399
0.779	8.399
-0.181	8.399
0.759	8.398
-0.267	8.398
0.756	8.398
-0.388	8.398
0.392	8.398
-0.058	8.398
0.269	8.396
-0.264	8.396
-0.220	8.396
0.760	8.396
0.222	8.396
-0.259	8.395
0.268	8.395
0.262	8.395
-0.821	8.394
-0.749	8.394
0.755	8.394
0.528	8.393
-0.882	8.393
0.821	8.393
0.063	8.392
-0.767	8.392
0.843	8.392
-0.832	8.392
-0.437	8.391
0.816	8.391
0.441	8.391
-0.407	8.390
0.800	8.390
-0.083	8.390
-0.210	8.389
0.214	8.389
-0.318	8.389
0.412	8.389
0.321	8.389
0.694	8.388
-0.399	8.388
-0.369	8.387
0.403	8.387
-0.312	8.387
-0.759	8.387
0.373	8.387
-0.462	8.386
0.316	8.386
0.150	8.386
-0.232	8.385
0.237	8.385
0.466	8.385
-0.360	8.385
-0.150	8.385
-0.568	8.384
0.567	8.384
0.364	8.384
0.084	8.384
0.769	8.383
0.187	8.382
-0.179	8.382
0.183	8.382
0.919	8.382
-0.453	8.382
0.457	8.382
-0.441	8.381
0.445	8.381
-0.805	8.381
-0.185	8.381
-0.224	8.381
0.790	8.380
-0.263	8.380
-0.268	8.380
0.267	8.380
0.228	8.380
-0.217	8.380
-0.916	8.380
0.220	8.380
0.743	8.380
-0.188	8.379
0.192	8.379
0.272	8.379
0.792	8.379
-0.816	8.378
-0.104	8.378
0.104	8.377
0.812	8.377
-0.313	8.376
-0.673	8.376
0.757	8.376
-0.424	8.376
0.317	8.376
-0.315	8.375
0.428	8.375
-0.506	8.375
-0.788	8.375
-0.227	8.375
-0.314	8.375
0.319	8.375
0.231	8.374
-0.397	8.374
0.318	8.374
-0.487	8.373
0.401	8.373
0.490	8.373
-0.312	8.373
-0.355	8.373
-0.365	8.373
-0.314	8.372
-0.314	8.372
-0.357	8.372
0.510	8.372
0.316	8.372
0.368	8.372
-0.309	8.372
0.313	8.372
-0.761	8.372
0.359	8.372
0.318	8.371
0.318	8.371
-0.750	8.371
0.361	8.371
-0.624	8.371
-0.352	8.371
-0.338	8.371
0.342	8.371
-0.357	8.370
-0.793	8.370
0.356	8.370
-0.313	8.370
-0.360	8.370
-0.272	8.369
-0.271	8.369
0.361	8.369
-0.269	8.369
-0.817	8.369
-0.446	8.369
-0.266	8.369
0.317	8.369
0.364	8.369
0.276	8.369
0.275	8.368
-0.759	8.368
0.616	8.368
0.273	8.368
0.270	8.368
0.450	8.368
-0.351	8.367
-0.441	8.367
-0.223	8.367
0.821	8.367
-0.272	8.367
0.877	8.367
0.162	8.367
0.227	8.367
-0.161	8.367
0.765	8.367
0.447	8.367
-0.314	8.366
0.355	8.366
0.276	8.366
0.124	8.366
-0.438	8.366
-0.273	8.365
0.318	8.365
-0.313	8.365
-0.270	8.365
-0.874	8.365
-0.185	8.365
0.188	8.365
0.277	8.365
-0.390	8.365
0.273	8.364
0.442	8.364
-0.355	8.364
-0.123	8.364
0.317	8.364
-0.411	8.364
0.892	8.364
-0.192	8.364
0.196	8.364
0.394	8.363
-0.352	8.363
-0.546	8.363
0.359	8.363
0.415	8.363
-0.277	8.363
0.281	8.363
-0.386	8.363
-0.220	8.363
0.225	8.363
0.357	8.362
-0.192	8.362
-0.392	8.362
-0.274	8.362
-0.232	8.362
0.391	8.361
0.197	8.361
-0.273	8.361
0.237	8.361
-0.400	8.361
0.278	8.361
-0.895	8.361
-0.470	8.361
-0.394	8.361
0.396	8.361
0.540	8.361
0.278	8.360
-0.757	8.360
0.773	8.360
0.474	8.360
0.404	8.360
0.397	8.360
-0.413	8.359
0.417	8.359
-0.363	8.359
0.367	8.359
-0.382	8.358
-0.488	8.358
-0.595	8.357
-0.814	8.357
0.386	8.356
0.492	8.356
-0.229	8.356
0.232	8.355
-0.435	8.355
-0.389	8.355
-0.236	8.354
0.393	8.354
0.439	8.354
-0.527	8.354
0.799	8.354
0.240	8.354
0.530	8.353
0.773	8.353
-0.386	8.353
-0.198	8.353
-0.236	8.353
-0.233	8.352
0.202	8.352
-0.227	8.352
-0.191	8.352
0.833	8.352
-0.236	8.352
-0.777	8.352
0.775	8.352
0.240	8.352
0.195	8.352
0.237	8.352
-0.163	8.352
0.390	8.352
0.167	8.352
0.591	8.352
0.240	8.351
0.230	8.351
0.800	8.350
-0.168	8.350
0.172	8.350
-0.453	8.350
0.798	8.350
0.001	8.349
0.184	8.349
-0.180	8.349
0.456	8.349
-0.219	8.348
-0.235	8.348
-0.426	8.348
0.026	8.348
0.223	8.348
0.239	8.348
0.736	8.347
-0.472	8.347
0.143	8.347
-0.519	8.347
0.430	8.347
-0.173	8.347
-0.027	8.347
0.177	8.346
-0.430	8.346
0.477	8.346
-0.428	8.346
-0.140	8.346
-0.238	8.346
-0.237	8.346
-0.567	8.345
0.516	8.345
-0.423	8.345
0.241	8.345
0.434	8.345
0.242	8.345
-0.438	8.345
0.432	8.345
-0.837	8.344
0.442	8.343
-0.463	8.343
0.800	8.343
0.427	8.343
0.467	8.342
-0.802	8.342
-0.215	8.342
-0.203	8.342
-0.804	8.342
0.219	8.342
0.567	8.341
0.050	8.341
-0.206	8.341
0.207	8.341
-0.507	8.341
-0.198	8.341
-0.055	8.341
-0.413	8.341
-0.170	8.341
0.202	8.341
-0.182	8.340
0.186	8.340
0.210	8.340
0.510	8.340
0.174	8.340
-0.218	8.340
-0.864	8.340
-0.546	8.340
0.785	8.340
-0.423	8.340
0.222	8.340
0.417	8.339
0.861	8.339
-0.776	8.339
0.427	8.338
-0.496	8.338
0.469	8.338
-0.465	8.338
-0.417	8.338
-0.180	8.338
0.500	8.337
-0.553	8.337
0.184	8.337
-0.793	8.337
-0.206	8.337
-0.452	8.337
0.556	8.337
0.456	8.337
0.421	8.337
-0.268	8.336
0.272	8.336
-0.457	8.336
0.210	8.336
-0.203	8.336
-0.381	8.336
0.385	8.336
0.067	8.335
0.207	8.335
-0.209	8.335
-0.205	8.335
0.461	8.335
-0.144	8.335
0.538	8.335
0.147	8.335
0.209	8.334
0.213	8.334
-0.071	8.334
-0.761	8.334
-0.483	8.333
0.689	8.333
-0.521	8.333
-0.486	8.333
0.487	8.332
0.490	8.332
-0.449	8.332
-0.207	8.332
0.461	8.332
-0.456	8.332
0.211	8.331
0.515	8.331
-0.155	8.331
0.452	8.331
0.159	8.331
-0.179	8.331
-0.198	8.330
0.182	8.330
-0.187	8.330
0.707	8.330
-0.497	8.330
-0.203	8.330
0.191	8.330
-0.452	8.330
0.202	8.330
-0.466	8.329
0.501	8.329
-0.471	8.329
0.207	8.329
-0.806	8.329
0.083	8.329
-0.086	8.329
-0.200	8.329
-0.450	8.328
0.456	8.328
0.470	8.328
0.475	8.328
-0.420	8.328
0.424	8.328
0.454	8.327
-0.205	8.327
0.204	8.327
-0.529	8.327
-0.210	8.327
-0.446	8.327
0.532	8.326
0.209	8.326
-0.154	8.326
0.214	8.326
0.451	8.326
0.157	8.326
-0.207	8.326
0.668	8.326
-0.465	8.325
-0.785	8.325
0.211	8.325
-0.186	8.325
-0.434	8.325
-0.190	8.325
-0.191	8.325
0.194	8.325
0.190	8.325
-0.718	8.324
-0.443	8.324
0.469	8.324
0.195	8.324
-0.438	8.324
0.438	8.324
0.447	8.323
0.104	8.323
-0.456	8.323
-0.161	8.323
0.442	8.323
0.755	8.323
0.167	8.322
-0.504	8.322
-0.103	8.322
0.460	8.322
-0.197	8.322
-0.460	8.321
-0.717	8.321
-0.193	8.321
0.508	8.321
-0.190	8.321
0.197	8.321
-0.457	8.320
0.201	8.320
-0.480	8.320
0.464	8.320
0.194	8.320
-0.693	8.320
0.821	8.320
-0.190	8.320
-0.440	8.319
-0.164	8.319
0.461	8.319
0.726	8.319
0.484	8.319
-0.453	8.319
0.167	8.319
0.194	8.319
-0.486	8.318
-0.443	8.318
0.444	8.318
-0.451	8.318
0.464	8.318
0.457	8.318
-0.460	8.318
-0.172	8.318
-0.194	8.317
-0.196	8.317
0.490	8.317
0.176	8.317
-0.466	8.317
0.470	8.317
0.447	8.317
0.198	8.317
0.200	8.317
-0.475	8.316
0.455	8.316
0.124	8.316
0.760	8.315
-0.172	8.315
-0.122	8.315
0.479	8.315
-0.188	8.315
0.176	8.315
-0.442	8.315
0.803	8.314
-0.466	8.314
-0.177	8.314
-0.517	8.314
0.510	8.314
0.762	8.314
0.192	8.314
-0.446	8.314
-0.452	8.314
0.181	8.314
0.457	8.314
-0.384	8.313
-0.460	8.313
0.388	8.313
-0.177	8.313
-0.179	8.313
0.446	8.313
0.470	8.313
-0.456	8.313
-0.454	8.313
0.182	8.313
0.182	8.313
0.450	8.312
0.458	8.312
0.464	8.312
0.458	8.311
-0.179	8.311
-0.179	8.311
-0.180	8.311
-0.198	8.311
-0.206	8.311
0.183	8.311
0.854	8.311
-0.540	8.311
0.465	8.311
-0.461	8.311
0.648	8.311
0.183	8.311
-0.444	8.311
-0.440	8.310
-0.182	8.310
-0.727	8.310
0.184	8.310
-0.196	8.310
-0.664	8.310
0.202	8.310
0.210	8.310
-0.190	8.310
0.186	8.310
0.448	8.309
0.533	8.309
0.444	8.309
-0.452	8.309
0.142	8.309
0.194	8.309
-0.138	8.309
0.200	8.309
-0.453	8.309
0.774	8.308
-0.183	8.308
0.816	8.308
0.457	8.308
0.456	8.308
0.731	8.308
0.187	8.308
-0.465	8.307
0.470	8.307
0.771	8.307
0.788	8.306
0.560	8.306
-0.421	8.305
0.425	8.305
-0.459	8.305
-0.146	8.305
-0.564	8.305
0.150	8.305
0.841	8.305
-0.451	8.305
0.455	8.305
0.745	8.304
-0.177	8.304
0.463	8.304
-0.179	8.304
0.183	8.304
0.182	8.303
-0.459	8.303
0.463	8.303
-0.740	8.303
0.587	8.303
-0.828	8.303
-0.437	8.303
-0.167	8.303
0.171	8.303
-0.172	8.302
-0.171	8.302
0.773	8.302
-0.167	8.302
-0.433	8.302
-0.860	8.302
-0.156	8.302
-0.466	8.302
0.441	8.302
0.175	8.301
-0.000	8.301
0.176	8.301
0.171	8.301
-0.598	8.301
-0.444	8.301
0.023	8.301
-0.265	8.301
0.269	8.301
-0.631	8.301
0.160	8.301
-0.182	8.301
0.186	8.301
0.437	8.301
0.470	8.300
0.619	8.300
-0.170	8.300
0.448	8.300
-0.474	8.299
0.174	8.299
-0.449	8.299
-0.165	8.298
-0.216	8.298
0.220	8.298
-0.464	8.298
0.468	8.298
0.169	8.298
-0.444	8.298
0.479	8.298
-0.026	8.298
0.453	8.297
-0.191	8.297
-0.208	8.296
-0.445	8.296
-0.485	8.296
0.196	8.296
0.446	8.296
-0.450	8.296
0.047	8.296
0.454	8.296
0.212	8.295
0.488	8.295
-0.468	8.295
0.449	8.295
0.824	8.295
-0.200	8.295
-0.200	8.294
0.876	8.294
0.798	8.294
-0.177	8.294
0.204	8.294
-0.170	8.294
0.472	8.294
-0.162	8.294
0.204	8.293
0.181	8.293
0.174	8.293
0.166	8.293
-0.730	8.293
-0.164	8.293
-0.751	8.292
-0.197	8.292
-0.805	8.292
0.168	8.292
0.201	8.291
-0.453	8.291
-0.765	8.291
-0.418	8.291
-0.165	8.291
-0.224	8.290
-0.179	8.290
-0.003	8.290
0.169	8.290
-0.196	8.290
-0.414	8.290
0.228	8.290
0.457	8.290
-0.051	8.289
0.183	8.289
0.126	8.289
0.422	8.289
-0.375	8.289
0.379	8.289
0.505	8.289
0.200	8.289
-0.225	8.289
-0.165	8.289
-0.167	8.288
-0.223	8.288
0.418	8.288
-0.159	8.288
0.065	8.288
-0.200	8.288
0.169	8.288
0.229	8.288
-0.417	8.288
-0.176	8.288
0.171	8.288
0.421	8.288
0.163	8.288
-0.216	8.288
0.227	8.287
-0.423	8.287
-0.506	8.287
0.180	8.287
0.204	8.287
0.221	8.287
0.791	8.287
-0.133	8.287
-0.167	8.286
-0.195	8.286
0.910	8.286
-0.175	8.286
-0.149	8.286
-0.793	8.286
0.427	8.286
-0.427	8.286
0.171	8.286
-0.195	8.286
0.152	8.286
0.198	8.285
0.179	8.285
-0.175	8.285
-0.424	8.285
0.199	8.285
-0.221	8.285
0.431	8.285
0.179	8.285
-0.781	8.284
-0.210	8.284
0.083	8.284
0.831	8.284
-0.140	8.284
0.428	8.284
-0.424	8.284
0.225	8.284
-0.190	8.283
0.214	8.283
-0.223	8.283
0.144	8.283
-0.739	8.283
-0.068	8.283
-0.461	8.283
-0.774	8.283
0.194	8.283
0.226	8.282
-0.133	8.282
-0.486	8.282
-0.453	8.282
0.457	8.282
0.137	8.282
0.464	8.281
0.105	8.281
0.426	8.281
-0.218	8.281
0.490	8.281
-0.084	8.281
-0.161	8.281
-0.813	8.281
-0.221	8.281
0.222	8.280
0.165	8.280
-0.122	8.280
0.227	8.280
0.283	8.280
0.527	8.280
-0.754	8.280
0.123	8.280
0.887	8.279
-0.440	8.279
-0.107	8.279
-0.530	8.278
-0.757	8.278
-0.263	8.278
-0.828	8.278
0.871	8.278
0.444	8.278
0.267	8.277
-0.266	8.277
-0.374	8.276
-0.263	8.276
-0.194	8.276
0.270	8.276
-0.469	8.276
-0.188	8.275
0.192	8.275
0.198	8.275
-0.287	8.275
0.267	8.275
0.291	8.275
0.377	8.275
-0.812	8.275
-0.221	8.275
0.225	8.275
-0.319	8.275
0.755	8.275
-0.153	8.274
-0.171	8.274
-0.262	8.274
0.473	8.274
-0.434	8.274
0.322	8.274
0.157	8.274
-0.378	8.273
0.266	8.273
0.175	8.273
0.760	8.273
-0.318	8.273
-0.263	8.273
-0.786	8.273
-0.372	8.273
0.438	8.273
-0.291	8.272
0.382	8.272
-0.353	8.272
0.267	8.272
0.321	8.272
0.357	8.272
-0.219	8.272
-0.323	8.272
0.376	8.271
-0.381	8.271
-0.443	8.271
0.223	8.271
-0.261	8.271
0.448	8.271
-0.258	8.271
0.327	8.271
-0.456	8.270
0.460	8.270
-0.870	8.270
0.384	8.270
0.262	8.270
-0.146	8.270
-0.378	8.270
-0.184	8.270
0.269	8.270
-0.323	8.270
0.150	8.269
-0.322	8.269
0.326	8.269
0.188	8.269
0.740	8.269
-0.479	8.269
0.326	8.269
0.382	8.269
-0.322	8.268
0.482	8.268
0.865	8.268
-0.316	8.267
0.326	8.267
0.320	8.267
0.558	8.266
-0.191	8.266
0.195	8.266
-0.375	8.265
-0.509	8.265
-0.212	8.265
0.513	8.264
0.379	8.264
-0.454	8.264
0.215	8.264
-0.166	8.264
-0.140	8.263
-0.562	8.263
-0.406	8.263
0.457	8.263
0.171	8.263
0.410	8.263
0.143	8.263
-0.833	8.263
0.445	8.262
-0.387	8.262
-0.325	8.262
-0.180	8.262
0.184	8.262
0.495	8.262
-0.442	8.261
0.328	8.261
-0.230	8.261
0.390	8.261
-0.907	8.261
0.234	8.261
0.445	8.260
-0.189	8.260
0.194	8.260
-0.000	8.260
-0.494	8.259
-0.260	8.259
0.264	8.259
-0.023	8.258
0.022	8.258
-0.200	8.257
0.205	8.257
-0.382	8.256
-0.133	8.256
-0.888	8.256
-0.867	8.256
0.386	8.255
-0.256	8.255
-0.162	8.255
-0.449	8.255
0.135	8.255
0.166	8.255
0.260	8.254
0.861	8.254
-0.177	8.254
0.180	8.253
0.224	8.253
-0.220	8.253
-0.790	8.253
-0.049	8.253
-0.432	8.252
0.437	8.252
-0.327	8.252
0.751	8.252
0.331	8.251
0.517	8.251
0.734	8.251
0.807	8.251
-0.449	8.251
0.452	8.250
0.589	8.249
0.046	8.249
0.581	8.249
0.763	8.248
-0.860	8.247
0.839	8.247
0.190	8.247
-0.186	8.246
-0.519	8.246
-0.207	8.245
-0.155	8.245
0.210	8.245
-0.327	8.244
0.159	8.244
-0.396	8.244
0.331	8.243
-0.597	8.243
0.399	8.243
-0.216	8.242
0.220	8.242
-0.261	8.242
-0.457	8.241
-0.205	8.241
0.209	8.241
0.209	8.241
0.460	8.241
-0.387	8.241
-0.472	8.241
-0.123	8.240
0.265	8.240
0.475	8.240
-0.762	8.240
0.761	8.240
0.390	8.240
-0.569	8.239
-0.070	8.239
-0.774	8.239
0.065	8.239
0.124	8.239
-0.195	8.238
0.199	8.238
-0.422	8.238
0.427	8.238
0.223	8.236
-0.219	8.236
-0.435	8.235
0.439	8.235
-0.330	8.235
-0.254	8.234
0.257	8.234
0.334	8.234
-0.752	8.234
0.743	8.234
-0.372	8.233
0.755	8.233
0.376	8.233
0.548	8.233
0.673	8.233
-0.867	8.232
-0.154	8.232
0.158	8.231
0.472	8.231
-0.268	8.231
0.272	8.231
-0.183	8.231
0.765	8.229
0.185	8.229
-0.389	8.228
0.392	8.228
0.730	8.228
-0.474	8.228
-0.217	8.227
0.268	8.226
0.770	8.226
-0.329	8.225
0.332	8.224
-0.380	8.224
0.384	8.224
-0.552	8.224
-0.269	8.223
0.785	8.223
0.741	8.223
0.096	8.222
-0.642	8.222
-0.404	8.222
-0.210	8.221
0.627	8.221
0.214	8.221
0.407	8.221
-0.260	8.221
0.264	8.221
0.719	8.220
-0.334	8.220
-0.838	8.220
-0.633	8.220
-0.320	8.220
0.338	8.220
0.324	8.220
0.772	8.220
-0.097	8.219
-0.220	8.218
0.752	8.218
0.224	8.218
-0.740	8.217
-0.803	8.217
0.493	8.215
0.402	8.215
0.814	8.214
-0.184	8.214
0.754	8.213
-0.315	8.213
0.319	8.213
0.187	8.213
0.809	8.212
-0.402	8.212
-0.496	8.211
-0.001	8.211
